vector_0,vector_1,vector_2,vector_3,vector_4,vector_5,vector_6,vector_7,vector_8,vector_9,vector_10,vector_11,vector_12,vector_13,vector_14,vector_15,vector_16,vector_17,vector_18,vector_19,vector_20,vector_21,vector_22,accuracy,latency
4,1,2,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,-1,72.3825,3.812202088356018
2,0,1,1,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.58625,1.8770960593223571
4,1,2,1,0,0,0,2,1,1,0,0,2,1,1,0,0,0,0,1,1,0,-1,72.9575,3.067926696538925
2,0,2,0,1,1,1,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.82000000000001,2.0255739135742186
4,1,2,1,1,1,0,0,1,1,1,0,2,1,1,1,1,2,1,1,1,0,-1,73.6775,4.460851624965668
2,0,1,1,0,1,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.1425,2.000173320770264
4,0,2,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,-1,70.19375,2.7396192831993105
4,0,2,1,0,1,0,1,0,1,1,0,1,0,1,0,1,2,0,0,0,0,-1,70.6175,2.703087627887726
2,0,2,1,1,0,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63.84625,1.8181019849777222
2,0,2,0,1,0,1,2,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63.58250000000001,2.180859412431717
2,0,2,0,1,1,1,2,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.9925,2.173611108779907
2,0,1,1,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61.86875,1.8325571601390838
4,1,1,1,1,1,1,2,0,1,0,0,2,0,1,1,1,0,1,0,1,1,-1,71.92375,3.6334062802791594
4,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,2,0,0,0,0,-1,73.405,3.1733607215881348
2,1,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.31625000000001,2.0006350524425507
2,0,1,0,1,1,1,1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56.20249999999999,2.3423155386447907
2,0,0,0,1,1,1,0,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68.06625,2.5731553814411163
2,1,1,0,1,0,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.54625,2.4997541432380674
4,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,-1,73.55875,3.3937541909217837
2,1,2,0,0,0,1,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68.7375,2.0144741876125334
4,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,2,0,1,0,1,-1,72.7275,3.378472179412842
2,0,1,0,0,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.41749999999999,2.341419060945511
4,1,2,1,1,0,1,2,1,0,1,0,1,1,1,0,1,0,1,0,0,0,-1,72.81375,2.8009222502708435
2,0,1,1,1,0,1,1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,63.84,1.9615167586803437
2,1,1,1,1,0,0,1,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.4975,2.0237367868423464
2,1,1,1,0,0,0,1,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68.01625,2.0605802137851716
2,0,1,0,0,0,0,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.0425,1.7826327385902405
4,0,2,0,1,1,0,0,1,0,0,0,1,0,1,1,0,2,0,0,0,1,-1,70.60000000000001,2.95166703248024
2,0,0,0,0,0,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.20249999999999,1.7678599467277527
2,1,1,1,1,1,0,2,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68.69125,2.6697618238925935
4,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,-1,71.88874999999999,3.6986800491809846
4,0,2,0,0,1,1,1,0,1,1,0,2,1,1,1,0,1,1,1,1,1,-1,71.46375,3.5296044006347658
4,1,0,1,0,1,0,0,1,0,1,1,2,0,0,0,0,1,0,0,0,0,-1,73.57249999999999,2.9487417662143707
2,0,1,1,0,1,1,2,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55.196250000000006,2.1493264570236206
4,0,1,0,1,0,0,2,1,1,1,0,0,1,1,1,0,2,1,1,1,1,-1,71.06375000000001,3.410787176370621
4,1,2,0,0,1,0,1,0,0,1,1,2,1,1,0,0,1,0,0,0,1,-1,73.6025,2.910922835111618
4,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,-1,72.91125,2.77321676158905
4,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,-1,69.13999999999999,2.978204190969467
4,0,2,0,0,1,1,2,0,0,1,0,2,1,1,0,0,1,1,0,1,0,-1,71.12,2.6503427522182466
2,0,1,1,0,0,0,2,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.85125,1.8352334215641022
2,1,2,1,1,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69.11125,2.488776247739792
4,0,2,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,-1,70.9325,2.34243555688858
2,1,0,0,0,1,0,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68.89625000000001,2.159590166807175
4,1,2,1,0,0,1,0,1,0,0,1,2,0,1,1,0,1,0,0,1,1,-1,73.00375,3.212210224866867
4,1,0,0,0,0,1,2,1,0,0,0,1,1,0,0,0,2,1,0,0,0,-1,72.5225,2.6346149566173556
2,0,0,0,0,1,0,1,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.70625,2.1226201527118684
4,1,2,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,-1,73.09375,3.680429224252701
2,0,2,1,1,1,0,1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.5875,2.376395012140274
4,0,2,1,0,0,0,2,1,1,1,1,2,1,0,1,1,0,1,1,0,0,-1,71.22125,2.7602632808685303
4,0,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,-1,69.21375,2.7024519662857056
2,0,0,1,0,1,0,2,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.17500000000001,1.9923939847946166
2,1,1,1,1,1,0,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69.54625,2.4912819817066194
4,1,0,1,0,0,0,0,1,0,0,1,2,0,0,1,1,0,0,1,1,0,-1,73.17625,3.2542905271053315
4,1,1,0,1,1,0,1,1,0,1,1,2,0,1,0,1,1,1,0,1,1,-1,72.6325,3.375923382282257
4,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,-1,71.73125,3.365600134849548
2,0,2,0,1,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.535,1.785737594127655
2,1,2,1,0,1,1,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68.77125,2.419354101419449
2,1,0,1,0,0,1,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.57374999999999,2.0555881168842314
4,0,1,0,1,0,0,2,0,1,0,1,1,1,0,1,0,1,1,1,0,0,-1,69.5825,2.3269211390018465
2,0,0,1,0,1,0,2,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.76375,2.1339056494235993
2,1,2,1,1,0,0,2,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56.73374999999999,2.4968761553764343
2,0,1,0,1,0,1,2,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.32249999999999,1.9570640618801116
2,0,1,1,1,1,1,2,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.38374999999999,2.3826670348644257
4,0,2,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,-1,70.0825,2.306744524717331
4,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,2,0,1,1,1,-1,68.8625,2.5827217149734496
4,1,2,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-1,72.8275,2.728339932203293
4,1,2,0,0,0,1,0,0,0,1,1,2,1,0,0,0,1,1,1,1,1,-1,70.59125,3.2592526426315307
2,0,2,0,0,1,0,2,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.56375,1.9630547935962677
2,1,1,1,0,0,0,1,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.035,2.03489342212677
2,0,1,1,0,0,0,1,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.06625,1.991625815629959
2,1,1,0,1,0,0,1,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.35125000000001,2.474463590860367
2,1,0,1,0,1,0,2,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.4275,2.662316904067993
2,1,0,1,0,1,0,0,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68.0875,2.370767298221588
2,0,1,0,1,0,0,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.1625,2.219651795387268
2,0,2,1,1,0,1,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.98875,1.973964967250824
4,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,-1,68.06875,2.52974130320549
2,1,1,1,1,0,1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67.81,2.072690543413162
4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,-1,70.80624999999999,2.6097206494808196
2,0,1,1,1,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68.09125,2.255982546567917
4,0,0,1,1,0,0,1,1,0,1,1,2,0,1,0,1,1,1,0,0,0,-1,68.875,2.357559721469879
4,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,2,1,1,0,1,-1,72.755,2.747322268486023
2,1,2,1,0,1,1,0,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62.06125,2.67956520652771
4,1,2,0,1,1,1,0,1,0,1,1,1,0,0,0,0,2,0,1,1,1,-1,73.02375,3.6556253242492676
4,1,2,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,-1,72.67875000000001,2.7868905918598177
4,1,2,1,1,1,0,1,0,1,0,0,0,1,0,0,0,2,1,0,1,0,-1,72.55250000000001,3.2721317162513732
